File	Rev	ID	Old	New	Churn	Date
talk\text\crw_side01.lxtxt	12	sakura_side_s01_1900_005;talk_text	"それならネギでも巻いて寝てりゃ直るさ。

あの子はちょっと厄介な病気をもらっちまってね。"	"それならネギでも巻いて寝てりゃ直るさ

あの子はちょっと厄介な病気をもらっちまってね"	44	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_1900_005b;talk_text	"特別な薬が必要なんだけど、アタシらみたいな

身分のもんには売ってくれないんだ。"	"特別な薬が必要なんだけど　アタシらみたいな

身分のもんには売ってくれないんだ"	40	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_1900_005c;talk_text	"……アンタ、八島組のもんだろ。

薬局のオヤジは八島組には頭があがらない。"	"……アンタ　八島組のもんだろ

薬局のオヤジは八島組には頭があがらない"	37	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_s01_1900_003;talk_text	"だから、八島組の遣いだって言って

俺に薬を買ってこいって？"	"だから　八島組の遣いだって言って

俺に薬を買ってこいって？"	30	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_1900_006;talk_text	話が早くて助かるよ。	話が早くて助かるよ	10	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_1900_006b;talk_text	……頼む。あの子のために買って来てもらえないかい。	……頼む　あの子のために買って来てもらえないかい	25	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_1900_006c;talk_text	"そうしたら泥棒の情報はいくらでも教えるさ。

この辺りの事なら何でも知ってるからね。"	"そうしたら泥棒の情報はいくらでも教えるさ

この辺りの事なら何でも知ってるからね"	42	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_s01_1900_004;talk_text	……分かった。なんていう薬を買ったらええんや？	……分かった　なんていう薬を買ったらいいんだ？	23	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_1900_007;talk_text	"“ピリン救蕩”っていう飲み薬さ。

頼んだよ。"	"“ピリン救蕩”っていう飲み薬さ

頼んだよ"	23	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_s01_1900_005;talk_text	分かった。	分かった	5	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_p01_2000_001;talk_text	"八島組のもんや。

ピリン救蕩っちゅう薬もらえるか？"	"八島組のものだ

ピリン救蕩っていう薬もらえるか？"	26	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_p01_2000_002;talk_text	"まぁ、姐さんがちょっとな。

急いでるんや！　はよくれや！"	"まぁ　姐さんがちょっとな

急いでるんだ！　早くくれよ！"	29	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_p01_2000_003;talk_text	……ちょっと持ち合わせが。	……ちょっと持ち合わせが	13	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_p01_2000_005;talk_text	これで足りるやろ。	これで足りるだろ	9	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_p01_2000_006;talk_text	（はよサクラのところに持っていったろ）	（早くサクラのところに持っていってやろう）	21	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_d01_2100_001;talk_text	どぉ？　買ってきてくれた？	どぉ？買ってきてくれた？	13	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_p01_2200_001;talk_text	"ほれ。買ってきたで。

これでええんやろ。"	"ほら　買ってきたぞ

これでいいんだろ"	21	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_p01_2200_001b;talk_text	ちょっと待ってておくれ。	ちょっと待ってておくれ	12	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_p01_2200_002;talk_text	"……落ち着いたみたい。

本当に助かったよ。"	"……落ち着いたみたい

本当に助かったよ"	22	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_p01_2200_002;talk_text	そらよかったわ。	それはよかったな	8	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_p01_2200_003;talk_text	"それじゃ、今度はアタシの番だね。

泥棒の居場所が知りたいんだったね。"	"それじゃ　今度はアタシの番だね

泥棒の居場所が知りたいんだったね"	35	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_p01_2200_003b;talk_text	"それとも、ちょっと良いことしていくかい？

特別にサービスしても良いよ？"	"それとも　ちょっと良いことしていくかい？

特別にサービスしても良いよ？"	36	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_p01_2200_003;talk_text	……泥棒の場所教えてくれや。	……泥棒の場所教えてくれ	14	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_p01_2200_004;talk_text	アハハ。冗談さね。	アハハ　冗談さね	9	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_p01_2200_004b;talk_text	こっちだよ、ついてきな。	こっちだよ　ついてきな	12	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_s01_2300_001;talk_text	え？　あんたも一緒に来るんか？	え？　あんたも一緒に来るのか？	15	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_2300_001;talk_text	"ま、その方が都合がいいこともあるんだよ。

悪いようにはしないから。"	"ま　その方が都合がいいこともあるんだよ

悪いようにはしないから"	34	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_2300_001b;talk_text	"まぁ俺は盗られた金取り返せたら

何でもええんやけど。"	"まぁ俺は盗られた金取り返せたら

何でもええんやけど"	27	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_2400_001;talk_text	この辺りだよ。待ってりゃくるはずさ。	この辺りだよ　待ってりゃくるはずさ	18	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_s01_2500_001;talk_text	"今更やがこんな真っ昼間に泥棒なんて出るんか？

普通夜やろ。"	"今更だがこんな真っ昼間に泥棒なんて出るのか？

普通夜だろ"	30	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_2500_001;talk_text	"その油断を逆手に取ってるんだよ。

人通りのない昼間が一番の穴場なのさ。"	"その油断を逆手に取ってるんだよ

人通りのない昼間が一番の穴場なのさ"	36	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_2500_001b;talk_text	"店の子が言ってたんだ。怪しい連中が

ここの下見をしてるみたいだって。"	"店の子が言ってたんだ　怪しい連中が

ここの下見をしてるみたいだって"	35	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_2500_001c;talk_text	用意周到な組織犯って感じらしい。	用意周到な組織犯って感じらしい	16	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_s01_2500_002;talk_text	ってことは、泥棒は一人やないんか。	ってことは　泥棒は一人じゃないのか	17	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_2500_002;talk_text	"そういうこと。徒党を組んでやってるらしい。

多勢に無勢になっちゃうかもね。"	"そういうこと　徒党を組んでやってるらしい

多勢に無勢になっちゃうかもね"	38	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_s01_2500_003;talk_text	……そんときはそんときや。	……そのときはそのときだ	13	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_2500_004;talk_text	ちょっと、レディを待たせる気？	ちょっと　レディを待たせる気？	15	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_s01_2500_005;talk_text	ほら、いくわよ。	ほら　いくわよ	8	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2600_001;talk_text	っと、言っている間に来みたいだよ。	っと　言っている間に来みたいだよ	17	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2600_001;talk_text	逃がさんで！　先手必勝や！	逃がさないぞ！　先手必勝だ！	14	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2600_002;talk_text	"そこまでや！　コソ泥！

八島組から盗んだ金、返してもらうで！"	"そこまでだ！　コソ泥！

八島組から盗んだ金　返してもらう！"	31	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_boss_side_c01_2600_001;talk_text	くそっ、見つかったか！	くそっ　見つかったか！	11	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_boss_side_c01_2600_001b;talk_text	お前ら、手ぇ貸してくれ！	お前ら　手ぇ貸してくれ！	12	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_boss_side_c01_2600_002;talk_text	"お前に恨みはないが、見られた以上生かしちゃおけねぇ。

俺達がいなくなったらこの街は終わっちまうんだ。"	"お前に恨みはないが　見られた以上生かしちゃおけねぇ

俺達がいなくなったらこの街は終わっちまうんだ"	51	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_buka1_side_c01_2600_002;talk_text	す、すまねぇカシラ！	す　すまねぇカシラ！	10	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_buka2_side_c01_2600_002;talk_text	"あの人には、サクラさん相手は分が悪い！

この現場からは降りさせてくれ……！"	"あの人には　サクラさん相手は分が悪い！

この現場からは降りさせてくれ……！"	38	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2600_003;talk_text	……？　どういうこっちゃ。	……？　どういうことだ	13	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2600_002;talk_text	"店の馴染み客が泥棒一味にいるらしいって

聞いてたけど、やっぱりか。"	"店の馴染み客が泥棒一味にいるらしいって

聞いてたけど　やっぱりか"	34	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2600_002b;talk_text	"アイツらの人には言えないような弱みを

たくさん握ってるからね。"	"アイツらの人には言えないような弱みを

たくさん握ってるからね"	32	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2600_002c;talk_text	"アタシに危害を加えたと知れたら

社外的に死んじまうってことさ。"	"アタシに危害を加えたと知れたら

社外的に死んじまうってことさ"	32	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2600_004;talk_text	（そんなおっかない人やったんか……）	（そんな恐ろしい人だったのか……）	18	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_boss_side_c01_2600_004;talk_text	"くそ、とにかくやるしかねぇ！

死ねやぁ！"	くそ　とにかくやるしかねぇ！　死ねやぁ！	21	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_boss_side_c01_2800_001;talk_text	くそっ、ここまでか……	くそっ　ここまでか……	11	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_001;talk_text	もうええやろ。大人しく盗んだ金返せや。	もういいだろう　大人しく盗んだ金を返せ	19	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_boss_side_c01_2800_002b;talk_text	"それは出来ない。あの金は渡せない……

へへっ。殺すなら殺せよ。"	"それは出来ない　あの金は渡せない……

へへっ　殺すなら殺せよ"	32	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_002;talk_text	なんやと？	なんだと？	5	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_2800_001;talk_text	"そのコソ泥だけどな。金さえ戻ってくんなら

ぶっ殺したっていいぜ？　どうせクズなんだ。"	"そのコソ泥だけどな　金さえ戻ってくんなら

ぶっ殺したっていいぜ？　どうせクズなんだ"	43	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_2800_001b;talk_text	"殺した後に金を取り戻すってのも悪くねぇかもな。

その辺はお前に任せる。じゃあな。"	"殺した後に金を取り戻すってのも悪くねぇかもな

その辺はお前に任せる　じゃあな"	41	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_son_side_c01_2800_001;talk_text	"ま、待ってくれ。

カシラを……　父ちゃんを殺さないでくれ！"	"ま　待ってくれ

カシラを……　父ちゃんを殺さないでくれ！"	30	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_son_side_c01_2800_001b;talk_text	"父ちゃんは、この街の日の当たらねぇ人たちに

金やメシを配ってんだ。金持ちばっか肥えやがって

このくらい……　いいじゃねぇか……"	"父ちゃんは　この街の日の当たらねぇ人たちに

金やメシを配ってんだ　金持ちばっか肥えやがって

このくらい……　いいじゃねぇか……"	65	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_son_side_c01_2800_001c;talk_text	"あんた、八島組って言ったな。

組から盗った金だけは返す……

だからここは見逃してくれ……"	"あんた　八島組って言ったな

組から盗った金だけは返す……

だからここは見逃してくれ……"	46	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2800_001;talk_text	"やっぱる噂は本当だったんだね。

コソ泥はネズミ小僧、義賊なんじゃないか、って。"	"やっぱる噂は本当だったんだね

コソ泥はネズミ小僧　義賊なんじゃないか　って"	40	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_005;talk_text	……分かったわ。	……分かった	8	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_006;talk_text	"俺は組の金さえ返ってくればなんでもええ。

他のもんには興味ないわ。"	"俺は組の金さえ返ってくればなんでもいい

他のものには興味ない"	34	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_006b;talk_text	"せやけど、やりすぎたらホンマに殺されるかもしれんで。

しばらくは大人しくしといた方がええ。"	"だが　やりすぎたら本当に殺されるかもしれないぞ

しばらくは大人しくしておいた方がいい"	46	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_boss_side_c01_2800_004;talk_text	"す、すまねぇ……

この恩は、必ず返すぜ。"	"す　すまねぇ……

この恩は　必ず返すぜ"	21	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_son_side_c01_2800_002;talk_text	"これ、八島組から盗った分です。

すんませんでした。"	"これ　八島組から盗った分です

すんませんでした"	26	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_007;talk_text	"さて、これで組に報告できるわ。

助かったで。"	"さて　これで組に報告できる

助かった"	23	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2800_002;talk_text	"フフッ。アタシの方こそいいものを見せてもらったよ。

店の子たちに土産話ができた。"	"フフッ　アタシの方こそいいものを見せてもらったよ

店の子たちに土産話ができた"	41	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2800_002b;talk_text	アンタ、ウチの店にきたらモテモテかもね。	アンタ　ウチの店にきたらモテモテかもね	20	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_008;talk_text	"……妙なこと吹き込まんといてな。

あることないこと言われたらかなわんわ。"	"……妙なこと触れ込まないでくれよな

あることないこと言われたらかなわない"	37	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_009;talk_text	だから、そういうことやないねん……	だから　そういうことじゃないんだよな……	20	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_010;talk_text	ほな、俺は組に戻るわ。	それじゃあ　俺は組に戻る	12	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2800_004;talk_text	"アタシも長屋に戻ろうかね。

あの子の看病もしないといけないし。

それじゃあ、またね。"	"アタシも長屋に戻ろうかね

あの子の看病もしないといけないし

それじゃあ　またね"	44	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_011;talk_text	（さて、八島組に報告しに行こか）	（さて　八島組に報告しに行こうか）	17	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_012;talk_text	……そんなん、信じるわけないやろ。	……そんなの　信じるわけないだろ	17	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_013;talk_text	"義賊やったとしてもれっきとした悪党や。

そんなヤツの言葉を鵜呑みにしとったら

いつか自分がやられてまう。"	"義賊だったとしてもれっきとした悪党だ

そんなヤツの言葉を鵜呑みにしてたら

いつか自分がやられてしまう"	54	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_013b;talk_text	"甘いヤツから死んでいくんや。

悪く思わんといてや。"	"甘いヤツから死んでいくんだ

悪く思わないでくれ"	26	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_son_side_c01_2800_004;talk_text	よくも……　よくも、父ちゃんを……！	よくも……　よくも　父ちゃんを……！	18	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_014;talk_text	"この街で悪さをした報いや。

今日はこのカシラだけで勘弁したる。"	"この街で悪さをした報いだ

今日はこのカシラだけで勘弁してやる"	32	2025-03-12
talk\text\crw_side01.lxtxt	12	thief_son_side_c01_2800_006;talk_text	"……お前の顔、絶対に忘れねぇ……

父ちゃんの仇、絶対に取ってやるからな……"	"……お前の顔　絶対に忘れねぇ……

父ちゃんの仇　絶対に取ってやるからな……"	38	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2800_006;talk_text	……これが、ネズミ小僧の末路ってやつか。	……これが　ネズミ小僧の末路ってやつか	20	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_015;talk_text	"自分のやったことは責任をとらなあかん。

正義かどうかなんて、てめぇの物差しでしかないんや。"	"自分のやったことは責任をとらなきゃいけない

正義かどうかなんて　てめぇの物差しでしかないんだ"	47	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2800_007;talk_text	……そうだね。その通りなんだろうさ。	……そうだね　その通りなんだろうさ	18	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2800_007b;talk_text	"これで親玉がいなくなり組織も瓦解。

じきに泥棒騒ぎは収まるだろうね。

街の人にはそう言っておくよ。"	"これで親玉がいなくなり組織も瓦解

じきに泥棒騒ぎは収まるだろうね

街の人にはそう言っておくよ"	51	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_016;talk_text	……あぁ。	……あぁ	5	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_017;talk_text	ほな、俺は組に戻るわ。	それじゃあ　俺は組に戻る	12	2025-03-12
talk\text\crw_side01.lxtxt	12	sakura_side_c01_2800_008;talk_text	"アタシも長屋に戻るよ。

それじゃあ、またね。"	"アタシも長屋に戻るよ

それじゃあ　またね"	23	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_2800_018;talk_text	（さて、八島組に報告しに行こか）	（さて　八島組に報告しに行こうか）	17	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_d01_2900_001;talk_text	"コソ泥の件、早めに頼むぜ。

カフェーのマスターに聞きに行ってみな。"	"コソ泥の件　早めに頼むぜ

カフェーのマスターに聞きに行ってみな"	34	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_d01_2900_002;talk_text	"コソ泥の件、早めに頼むぜ。

マスターと一緒にいるってことは調査進んでるんだろうが、

あまり大ごとにしてくれるなよ。"	"コソ泥の件　早めに頼むぜ

マスターと一緒にいるってことは調査進んでるんだろうが

あまり大ごとにしてくれるなよ"	59	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_d01_2900_003;talk_text	"コソ泥の件、早めに頼むぜ。

カフェーのマスターに聞きに行ってみな。"	"コソ泥の件　早めに頼むぜ

カフェーのマスターに聞きに行ってみな"	34	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_d01_2900_004;talk_text	"コソ泥の件、早めに頼むぜ。

女遊びしてる場合じゃねぇぞ？"	"コソ泥の件　早めに頼むぜ

女遊びしてる場合じゃねぇぞ？"	29	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_001;talk_text	"大東、戻ったか。

それで、頼んでた件はどうなった。"	"大東　戻ったか

それで　頼んでた件はどうなった"	26	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_3000_001;talk_text	"取り返してきましたよ。

これで良いんですよね。"	"取り返してきましたよ

これで良いんですよね"	24	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_002;talk_text	"どれ。確かに盗られた分キッチリあるな。

早かったじゃねぇか。でかしたぜ大東。"	"どれ　確かに盗られた分キッチリあるな

早かったじゃねぇか　でかしたぜ大東"	39	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_002b;talk_text	ほら、小遣いだ。	ほら　小遣いだ	8	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_003;talk_text	……兄貴には言うんじゃねぇぞ。	……兄貴には言うんじゃねぇぞ	15	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_kashira_side_c01_3000_001;talk_text	おう、なにコソコソ話ししてんだ。	おう　なにコソコソ話ししてんだ	16	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_004;talk_text	"お、親父。いえ、ちょっと大東のヤツを

可愛がってただけですよ。なっ？"	"お　親父　いえ　ちょっと大東のヤツを

可愛がってただけですよ　なっ？"	35	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_kashira_side_c01_3000_002;talk_text	"ふん。そりゃいい。

戻ってきた金はちゃんと金庫に入れておけよ。"	"ふん　そりゃいい

戻ってきた金はちゃんと金庫に入れておけよ"	32	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_kashira_side_c01_3000_002b;talk_text	……次はねぇからな。	……次はねぇからな	10	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_3000_003;talk_text	バレてたじゃないですか。	バレてたじゃないですか	12	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_006;talk_text	"よう大東。聞いたぜ？

泥棒ぶっ殺して金取り戻したそうじゃねぇか。"	"よう大東　聞いたぜ？

泥棒ぶっ殺して金取り戻したそうじゃねぇか"	33	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_006b;talk_text	"やるなぁ。お前のこと見直したぜ。

まさか本当に殺っちまうなんてなぁ。"	"やるなぁ　お前のこと見直したぜ

まさか本当に殺っちまうなんてなぁ"	35	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_007;talk_text	"俺はお前に任せるって言っただけだ。

まぁその選択、俺は嫌いじゃねぇ。"	"俺はお前に任せるって言っただけだ

まぁその選択　俺は嫌いじゃねぇ"	35	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_007b;talk_text	"上からの命令は絶対だからな。

目的のために手段を択ばないヤツは強くなるぜ。

この世界じゃな。"	"上からの命令は絶対だからな

目的のために手段を択ばないヤツは強くなるぜ

この世界じゃな"	48	2025-03-12
talk\text\crw_side01.lxtxt	12	daito_side_c01_3000_005;talk_text	……これがその金です。	……これがその金です	11	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_008;talk_text	どれ。確かに盗られた分キッチリあるな。	どれ　確かに盗られた分キッチリあるな	19	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_008b;talk_text	"ほら、小遣いだ。

イロつけてやるよ。"	"ほら　小遣いだ

イロつけてやるよ"	19	2025-03-12
talk\text\crw_side01.lxtxt	12	yashima_shatei_side_c01_3000_009;talk_text	"じゃあまたな。

今度は俺と組んでデカいことやろうぜ。ガッハッハ。"	"じゃあまたな

今度は俺と組んでデカいことやろうぜ　ガッハッハ"	33	2025-03-12
talk\text\crw_side01.lxtxt	15	sakura_side_d01_2100_001;talk_text	どぉ？買ってきてくれた？	どぉ？　買ってきてくれた？	13	2025-03-15
talk\text\crw_side01.lxtxt	22	daito_side_p01_0300_008;talk_text	"あんたのお眼鏡にかなったら合格っていうわけか

いいだろう……"	あんたのお眼鏡にかなったら合格っていうわけか	31	2025-03-24
talk\text\crw_side01.lxtxt	22	daito_side_p01_0300_008b;talk_text	なら――	"（この店のツケ野郎を倒せば情報をくれるらしい

　少し遠回りになるが、仕方ねぇな）"	41	2025-03-24
fate\event.lxtxt	56	p_yashimaaniki_f;name	好感	目をかけている	7	2025-03-31
fate\event.lxtxt	56	p_yashimaaniki_f;event_info_message	${human1}に好感をもたれました	${human1}に気に入られました	19	2025-03-31
fate\event.lxtxt	56	p_nezuminidaime_h;name	親父の仇	憎しみ	4	2025-03-31
fate\event.lxtxt	56	p_nezuminidaime_h;event_info_message	${human1}に敵視されました	${human1}から憎しみを抱かれました	21	2025-03-31
talk\text\crw_side04.lxtxt	86	urabuki_side_p04_0100_003b;talk_text	"お前とはこれからいい取り引き相手になるかもしれねぇ。

困ったことがあったら俺に聞きな。

役に立つもん斡旋してやるぜ。"	"お前とはこれから

いい取り引き相手になるかもしれねぇ。

"	60	2025-04-06
talk\text\crw_side04.lxtxt	86	urabuki_side_p04_0100_003c;talk_text	今日はお近づきの印ってことでこれをやるよ。	"困ったことがあったら俺に聞きな。

役に立つもん斡旋してやるぜ。"	32	2025-04-06
fate\mission.lxtxt	56	fate_scenario_001;finish_info	縁シナリオ：「${mission}」が完了しました。	縁シナリオ：「${mission}」を達成しました	26	2025-03-31
fate\mission.lxtxt	56	fate_scenario_002;finish_info	縁シナリオ：「${mission}」が完了しました。	縁シナリオ：「${mission}」を達成しました	26	2025-03-31
fate\mission.lxtxt	56	life_mission_001;finish_info	生業ミッション：「${mission}」が完了しました。	生業ミッション：「${mission}」を達成しました	28	2025-03-31
fate\mission.lxtxt	56	life_mission_002;finish_info	生業ミッション：「${mission}」が完了しました。	生業ミッション：「${mission}」を達成しました	28	2025-03-31
fate\mission.lxtxt	56	life_mission_003;finish_info	生業ミッション：「${mission}」が完了しました。	生業ミッション：「${mission}」を達成しました	28	2025-03-31
fate\person.lxtxt	56	higashide;position_name	大東	八島組	3	2025-03-31
fate\person.lxtxt	56	yashimawakashuu;name	八島組若衆	若衆	5	2025-03-31
fate\person.lxtxt	56	yashimawakashuu;position_name	若衆	八島組	3	2025-03-31
fate\person.lxtxt	56	yashimaaniki;position_name	兄貴分	八島組	3	2025-03-31
fate\person.lxtxt	56	cafemaster;position_name	マスター	カフェ	4	2025-03-31
fate\person.lxtxt	56	yamishouninn;position_name	闇商人		3	2025-03-31
fate\person.lxtxt	56	nezumikozo;position_name	ねずみ小僧	義賊	5	2025-03-31
fate\person.lxtxt	56	nezuminidaime;name	息子	ねずみ小僧の息子	8	2025-03-31
fate\person.lxtxt	56	nezuminidaime;position_name	息子	義賊	2	2025-03-31
fate\person.lxtxt	56	tukeotoko;position_name	ツケ男		3	2025-03-31
fate\person.lxtxt	56	chouninn;position_name	町人	債権者	3	2025-03-31
fate\person.lxtxt	56	tachinbo1;name	立ちんぼA	立ちんぼ	5	2025-03-31
fate\person.lxtxt	56	tachinbo1;position_name	立ちんぼA	立ちんぼ	5	2025-03-31
talk\text\crw_mission_001.lxtxt	46	chinpira_mission_popup001_003;talk_text	俺が嫌なんか？ おぉ？	俺が嫌なんか？　おぉ？	11	2025-03-30
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_p01_0200_yashima_shatei,YASHIMA_SHATEI_SIDE_P01_0200_003B);message	"それに　まだ組の金が盗られたことは

兄貴たちもまだ知らねぇ"	それに　まだ組の金が盗られたことは兄貴たちもまだ知らねぇ	30	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_p01_0200_yashima_shatei,YASHIMA_SHATEI_SIDE_P01_0200_004B);message	"ちゃんと金が戻ってきたらお前にも

小遣いをやるよ"	ちゃんと金が戻ってきたらお前にも小遣いをやるよ	25	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_p01_0200_daito,DAITO_SIDE_P01_0200_005);message	……分かりました	分かりました	8	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_p01_0200_daito,DAITO_SIDE_P01_0200_005B);message	"それで　その泥棒ってのはどんな背格好で

どこにいるんです？"	それで　その泥棒ってのはどんな背格好でどこにいるんです？	30	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_p01_0200_daito,DAITO_SIDE_P01_0200_007);message	"（組の金盗まれたくせに調べるのは面倒とか

　いい性格してるな）"	（組の金盗まれたくせに調べるのは面倒とかいい性格してるな）	32	2025-03-25
